Gid	Protein content	Amylose content	Flag leaf length	Flag leaf width	Panicle number per plant	Plant height	Panicle length	Primary panicle branch number	Seed number per panicle	Florets per panicle	Panicle fertility	Seed length	Seed width	Seed volume	Seed surface area	Straighthead suseptability 
NSFTV_184	8.8	19.425	35.5	1.133333333	2.608843551	117.8333333	23.57777778	11.33333333	4.89987301	5.059136816	0.853	7.369758333	3.99045	2.640226884	3.89509249	8
NSFTV_185	7.75	22.74333333	32.18333333	1.441666667	2.922265122	127.4166667	22.26666667	10	4.805386233	4.971547905	0.847	9.431745455	3.162709091	2.453051592	3.931865204	8.331666667
NSFTV_186	7.1	17.14333333	38.81666667	1.05	3.098589659	107.0833333	26.78181818	10.54545455	5.035771267	5.240784551	0.815	7.433666667	3.4992	2.397602048	3.778023313	5
NSFTV_187	8.3	20.08	27.525	1.275	2.696876901	106	25.1	12.08333333	5.11699531	5.222605545	0.9	9.690625	2.468066667	2.005345268	3.726810474	6.001666667
NSFTV_188	8.15	23.25333333	40.6	1.822222222	2.881069365	120.0833333	23.15	11.83333333	5.49340432	5.672750365	0.836	7.40925	3.131791667	2.172439391	3.670420336	8.335
NSFTV_189	8.05	23.36	22.39166667	1.116666667	3.64414356	141.6666667	19.52222222	7.888888889	4.7225491	4.849897309	0.88	7.458109091	3.305836364	2.288727703	3.727073635	8.498333334
NSFTV_190	9.1	23.15666667	26.75	1.883333333	NA	110.6666667	20.56666667	17	5.26096158	5.676753802	0.66	8.359555556	2.733177778	2.048524039	3.670277789	9
NSFTV_191	9.4	19.475	27.70833333	0.891666667	3.149882953	152	31.15833333	7.833333333	4.505851985	4.643516391	0.871	9.517816667	2.7633	2.19505556	3.802719541	8.165
NSFTV_192	NA	19.425	27.35833333	1.15	3.301990732	93.75	20.93333333	6.888888889	3.704663322	4.185513949	0.618	8.151533333	3.540883333	2.482491235	3.853467616	6.335
NSFTV_193	8.4	22.18	42.34444444	1.877777778	2.449567283	120.1818182	27.68888889	12.88888889	5.592643982	5.800774741	0.812	8.908483333	3.273916667	2.424301863	3.883134385	7.335
NSFTV_194	NA	NA	NA	NA	NA	82.66666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NSFTV_195	8.2	16.86	31.21666667	1.55	2.722756348	95.5	23.82222222	10.77777778	4.742755849	4.985317486	0.785	10.29484167	3.689725	2.854637589	4.178134216	7
NSFTV_196	NA	NA	36	1.1	NA	102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NSFTV_197	9.8	21.13	40.5	1.5	2.602689685	99.6	22.58	11.9	5.411646052	5.638947613	0.797	5.893581818	3.276518182	1.996446469	3.458611436	8.165
NSFTV_198	9.8	22.41333333	21.55833333	1.316666667	3.205452805	90.83333333	23.13333333	9	4.88692564	5.026866489	0.869	9.716916667	2.708091667	2.204971345	3.828636867	5.668333334
NSFTV_199	NA	20.36666667	35.10833333	1.5	2.961830722	116.0833333	22.93333333	12.55555556	5.047002938	5.618385955	0.565	6.802872727	3.336309091	2.199578371	3.631992314	8.331666667
NSFTV_200	6.8	27.87333333	30.88888889	1.166666667	3.80666249	137	23.47777778	7.666666667	4.626061545	4.772566093	0.864	8.027308333	2.769508333	1.991685569	3.612118093	NA
NSFTV_201	9.15	23.74	35.88888889	1.588888889	2.456735773	111.25	25.9	10.88888889	4.955044279	5.072392172	0.889	9.34845	3.53535	2.634308572	4.011979948	8.835
NSFTV_202	9.05	21.225	33.6	1.433333333	3.149882953	127.25	22.38888889	10.125	4.641180624	5.017279837	0.687	9.380325	2.977608333	2.353291674	3.886250564	8.668333334
NSFTV_203	7.65	22.695	35.41666667	1.058333333	3.944812828	143.8333333	26.56666667	8.5	4.708027571	4.820281566	0.894	7.877266667	2.76445	2.011207311	3.623222752	8.835
NSFTV_205	10.05	15.13333333	29.41666667	1.341666667	2.862200881	115.3333333	23.84166667	9.416666667	4.94875989	5.037601742	0.915	9.4767	3.619025	2.724913327	4.067438885	6
NSFTV_206	7.5	27.09333333	37.7	1.055555556	3.468336684	187.8888889	34.68888889	9.444444444	4.615120517	5.091019824	0.621	8.714466667	3.077716667	2.344296292	3.842197287	8.665
NSFTV_207	7.6	23.26	40.95833333	1.391666667	3.441130092	121.5	29.55555556	11.55555556	5.170483995	5.472270674	0.739	8.444055556	2.960244444	2.22003285	3.761881795	9
NSFTV_208	7.5	22.73	42.24444444	1.188888889	3.786711703	141	24.38888889	13.33333333	5.068904202	5.18178355	0.893	7.999666667	2.720216667	1.999203763	3.623458321	8.666666667
NSFTV_209	7.5	24.97666667	25.27777778	1.088888889	3.55296427	88.55555556	24.06666667	11.66666667	5.050923813	5.123467825	0.93	7.4538	3.156941667	2.225549249	3.70222336	7.335
NSFTV_204	9.05	16.34	25.05555556	1.077777778	3.113515309	112.6666667	19.06666667	8.222222222	4.672828834	4.890975498	0.804	9.621641667	3.94675	2.871871116	4.139883415	3.833333334
NSFTV_211	9.7	0.063333333	23.79166667	1.083333333	3.083437854	101.1666667	20.36666667	7.5	4.508108473	4.601831285	0.911	8.923466667	3.604725	2.609975426	3.969046799	6.665
NSFTV_212	NA	NA	37.8	1.708333333	2.777783539	138.9166667	25.1	11.66666667	4.91876364	5.147978856	0.795	9.485558333	3.272391667	2.525770643	3.973068715	8
NSFTV_213	8	12.79666667	33.36666667	1.433333333	2.730029108	120.0833333	23.475	10.91666667	5.12148074	5.334729653	0.808	9.409616667	3.367525	2.579252349	3.991481389	5.831666667
NSFTV_214	8.6	22.96	38.4	1.466666667	2.880219386	123.1666667	26.71111111	12.77777778	5.247024072	5.416504361	0.844	9.39707	2.5966	2.085792581	3.751480944	8.5
NSFTV_215	8.7	22.905	32.45	1.45	2.876385516	101.0833333	22.51666667	10	4.899082808	5.006180944	0.898	8.7648	3.501758333	2.579818392	3.954023345	7.665
NSFTV_217	8.6	13.68	31.38333333	0.916666667	2.862200881	120.75	28.20909091	11.45454545	5.200002678	5.386994023	0.829	9.3689	2.562808333	2.060920031	3.738421518	5.666666667
NSFTV_218	9	11.835	25.425	0.866666667	3.245193133	113.75	24.9	9.833333333	4.62333749	4.918154441	0.745	9.46975	2.615783333	2.131806657	3.781275734	4.501666667
NSFTV_219	8.55	17.555	23.48333333	0.983333333	3.390024081	87.75	18.26666667	6.666666667	4.204692619	4.447984602	0.784	9.0154	3.449654545	2.588152203	3.977528275	6.165
NSFTV_220	10.7	18.82666667	30.86666667	1.025	3.54337187	95.25	19.85555556	7.888888889	3.978831675	4.175784894	0.821	8.0079	3.501618182	2.467177689	3.843533708	6.501666667
NSFTV_221	8.45	16.89	29.78333333	0.925	3.171085161	117	22.975	6.5	4.558253266	4.684443367	0.881	8.3324	2.88335	2.132146651	3.708432459	7.501666667
NSFTV_222	9.05	20.255	29.94166667	1.1	3.834061464	143.25	27.00833333	10.75	4.862393051	4.976158865	0.892	8.061483333	3.027325	2.210657104	3.731799047	8.668333334
NSFTV_223	9.1	17.715	28.88333333	1.375	2.871679625	121.1666667	22.22727273	8.818181818	4.83958333	5.018382981	0.836	9.931816667	3.145108333	2.518134549	3.995267658	7.665
NSFTV_224	10.95	16.765	27.39166667	0.991666667	3.044522438	110.5833333	21.41818182	11	4.806997237	4.978612854	0.842	8.123975	3.57265	2.50471132	3.868558286	NA
NSFTV_225	8.75	13.58	31.46666667	1.308333333	3.083437854	103.0833333	22.83333333	10.77777778	5.191946239	5.279041873	0.917	7.94155	3.916983333	2.688986867	3.956975338	5.001666667
NSFTV_226	8.8	12.81333333	28.075	1.591666667	2.63905733	100	23.25833333	10.25	4.846153655	4.977882508	0.877	9.8589	3.683	2.781769884	4.112926537	6.331666667
NSFTV_228	8.5	26.58666667	28.74166667	1.066666667	3.771482983	118.8181818	24.39166667	9.916666667	4.882801923	4.902802589	0.98	8.358458333	3.06465	2.246663561	3.763874057	4.833333334
NSFTV_232	7.85	13.91	25.14166667	1.058333333	3.373026505	70.58333333	15.63333333	9.833333333	4.656554385	4.725777512	0.933	7.020018182	3.493909091	2.315266165	3.703767843	5.166666667
NSFTV_233	7.95	13.46	22.04166667	0.883333333	3.139110856	81.91666667	18.08333333	8.25	4.433788569	4.571268634	0.872	7.2806	3.3197	2.259801106	3.69764034	4.835
NSFTV_234	8.55	22.15	20.96666667	1.1	4.124442593	83.5	23.76363636	8.272727273	4.691347882	4.766438334	0.928	8.013363636	3.132063636	2.264690627	3.755003153	4.665
NSFTV_235	8.1	23.36333333	28.20833333	1.183333333	3.688879454	139.5	25.36363636	8.545454545	4.724971386	4.85557511	0.878	7.929525	3.029175	2.209314166	3.725292945	8.835
NSFTV_236	8.35	0.353333333	27.25	1.158333333	3.238678452	117.25	22.92222222	10.33333333	4.901564199	5.187385806	0.751	7.323566667	3.17715	2.183843786	3.662128141	6.833333334
NSFTV_237	9.6	11.40666667	22.8	0.958333333	2.823361048	95	23.33333333	9	4.539742381	4.685981829	0.864	11.23425833	2.818841667	2.452041917	4.027239937	6
NSFTV_240	8	12.58	24.26666667	1.358333333	2.751535313	103.75	24.17272727	11.81818182	4.895122407	5.034588535	0.87	9.196941667	3.587908333	2.649453106	4.008869278	5.998333334
NSFTV_241	8.15	25.21333333	25.83333333	1.183333333	3.54577861	98.77777778	24.8	10	4.954260887	5.164150852	0.811	7.828690909	2.730781818	1.992749122	3.614149051	8.335
NSFTV_242	8.25	19.32333333	26.46666667	1.275	3.198673118	115.1666667	21.75555556	9.111111111	4.994136295	5.085349143	0.913	8.778472727	3.201018182	2.396812869	3.866491834	7
NSFTV_243	7.95	19.97	29.27777778	1	3.633190548	86.33333333	20.71666667	8	4.421848129	4.588363068	0.847	9.918509091	3.147372727	2.52088274	3.997216231	6.998333334
NSFTV_248	9.1	14.78	29.33333333	1.158333333	2.833213344	119.5833333	22.24545455	9.727272727	4.972335369	5.177176427	0.815	8.566533333	3.647433333	2.605831043	3.953380217	4.835
NSFTV_250	7.75	16.30333333	28.63333333	0.966666667	3.32323584	94.66666667	19.46666667	7	4.158883083	4.331928798	0.841	7.523325	3.658483333	2.484770529	3.818853067	5.998333334
NSFTV_251	8.9	20.22333333	28.76666667	1.1	3.146305132	90	24.39166667	10.25	4.860458191	5.127924381	0.765	8.986816667	2.298658333	1.815010664	3.601980344	7.331666667
NSFTV_252	8.25	25.27	36.01666667	1.016666667	3.874667219	136.25	23.15555556	7.111111111	4.518819748	4.736198448	0.805	10.34176667	2.684391667	2.22697394	3.868666552	6.5
NSFTV_254	7.95	25.92333333	35.825	1.183333333	3.770843392	125.0833333	28	8.833333333	4.95774583	5.200002678	0.785	8.54785	3.047258333	2.284439792	3.79768752	7.5
NSFTV_255	NA	25.93333333	24.96666667	1.133333333	3.657130756	124.3333333	22.58888889	8.222222222	4.49980967	4.602439187	0.902	7.688191667	3.090925	2.222457243	3.717396047	NA
NSFTV_257	9.6	18.22333333	27.62727273	0.981818182	3.070633582	90.75	18.54166667	8.166666667	4.491441421	4.736929176	0.782	9.782033333	3.155941667	2.509801139	3.984886465	6.165
NSFTV_258	8.75	22.65333333	26.51666667	1.241666667	2.999890284	125.75	29.95	9	4.748548769	4.882801923	0.874	10.01429	2.62081	2.165599742	3.82580237	NA
NSFTV_259	8.8	27.29333333	30.50833333	1.175	3.375879574	148.3333333	27.32222222	7.444444444	4.891032422	5.011241171	0.887	9.073908333	3.380366667	2.548045755	3.957908001	NA
NSFTV_261	8.4	25.45333333	30.28333333	1.125	3.963982744	102.6666667	19.34545455	6.636363636	4.289213335	4.377470818	0.916	7.996266667	2.775916667	1.970143888	3.596261938	8.668333334
NSFTV_262	8.65	25.365	27.81666667	1.408333333	3.462890951	130	20.91666667	8.5	4.899195732	4.976106587	0.926	8.038845455	3.074954545	2.220580007	3.728862988	NA
NSFTV_264	8.85	14.36333333	23.63333333	1.4	3.075774981	102.8333333	19.11666667	10	4.841558964	4.968655222	0.881	9.503625	3.584991667	2.736722418	4.08084989	4.831666667
NSFTV_266	8.35	14.025	21.175	0.991666667	2.881069365	110.1666667	21.13333333	8.333333333	5.081404365	5.155857343	0.928	7.5431	3.597675	2.43668903	3.800059441	4.166666667
NSFTV_267	8.7	14.455	19.28333333	0.591666667	3.506557897	97.25	18.79166667	9.666666667	4.471638793	4.575569716	0.901	7.441141667	3.39825	2.322842682	3.737872971	4.501666667
NSFTV_268	8.65	17.60666667	37.61666667	1.108333333	3.388618599	106	22.39166667	7.916666667	4.369447852	4.537069773	0.846	9.0544	3.399858333	2.548301288	3.952091276	6.498333334
NSFTV_269	10.55	15.78333333	34.975	1.075	3.113515309	92.58333333	24.74166667	9.090909091	4.904657304	5.278964638	0.688	9.581616667	2.68765	2.178205032	3.806033774	NA
NSFTV_270	8.9	13.36666667	24.875	1.45	2.922265122	108.8333333	22.37272727	8.909090909	4.691347882	4.854158679	0.85	10.7766	3.24625	2.655108766	4.10232155	5.835
NSFTV_271	10.15	14.65666667	28.43333333	1.1	2.627081139	114.25	24.025	10.66666667	4.870734453	5.110983268	0.786	10.17014167	3.717766667	2.871843291	4.183895259	4.998333334
NSFTV_272	10.15	25.55	35.85	1.041666667	3.412247218	142.4444444	32.2	7.090909091	4.050994121	4.651359568	0.549	12.54885455	2.940963636	2.669006297	4.198152419	7.501666667
NSFTV_273	9.5	16.08333333	29.80833333	1.216666667	2.813410717	130.8333333	23.87272727	10.27272727	4.885552956	5.094865028	0.811	9.220925	3.34745	2.515471553	3.94728461	6
NSFTV_274	8.85	20.89333333	36.325	1.541666667	2.590267165	147.9166667	35.68333333	8.916666667	4.717754547	4.967495801	0.779	9.897763636	3.247327273	2.591511618	4.026850891	NA
NSFTV_275	8.5	15.68	26.59166667	1.108333333	3.012261576	100.25	20.325	9.833333333	4.404684659	4.522693964	0.889	8.566575	3.356825	2.48285037	3.899336201	6.831666667
NSFTV_276	7.75	25.25666667	33.75833333	1.458333333	3.36441813	135.3333333	27.25833333	11	5.379897354	5.466300507	0.917	6.835309091	3.3243	2.177501038	3.616088796	7.166666667
NSFTV_277	9.05	17.01	25.31111111	1.511111111	3.075774981	101.1	17.83333333	10.77777778	4.922411061	5.189246271	0.766	8.544	3.848033333	2.687100616	3.983709047	5.665
NSFTV_278	8.5	14.05	26.25	0.966666667	3.567182519	92.83333333	21.6	8.111111111	4.752806185	4.949404428	0.822	7.766466667	3.23775	2.279944894	3.740340453	5.668333334
NSFTV_279	11.15	19.26666667	29.2	0.941666667	3.235405127	90.91666667	16.95	6.166666667	4.291600343	4.48863637	0.821	8.292808333	3.39995	2.470425919	3.874638326	5.998333334
NSFTV_280	8.05	16.46333333	34.55	1.408333333	2.866951484	114.75	25.70909091	11.27272727	5.097646671	5.45064821	0.703	8.520266667	3.216266667	2.382209252	3.844561283	7.166666667
NSFTV_282	8.95	15.39666667	21.425	1.466666667	3.008154794	79.75	16.77777778	11.11111111	5.201005184	5.357871897	0.855	7.652391667	3.863633333	2.59923372	3.890391897	6.166666667
NSFTV_283	9.6	14.92	28.14166667	1.166666667	3.071921412	96.41666667	19.37272727	9.727272727	4.831218605	5.094865028	0.768	8.309283333	3.641125	2.59913275	3.935938405	4.5
NSFTV_285	8.95	20.3	27.74166667	1.291666667	2.650891787	93.16666667	22.51111111	9.222222222	4.91665756	5.089278421	0.841	9.679854545	2.971590909	2.361337589	3.899645814	6.001666667
NSFTV_286	8.45	13.96333333	32.88888889	1.622222222	3.071921412	105.1666667	25.05555556	11.22222222	4.833632899	5.133835728	0.741	9.431591667	3.400683333	2.621018824	4.017394971	8.501666667
NSFTV_287	8	15.04	29.35833333	1.258333333	3.063390922	91.08333333	18.61666667	6.416666667	4.220732445	4.428830701	0.812	8.11275	3.747416667	2.618621966	3.930351671	6.001666667
NSFTV_288	11	20.24	31.025	1.141666667	3.164067588	89.33333333	19.03333333	7.083333333	4.143134726	4.414816457	0.762	8.894866667	3.360283333	2.51526745	3.932686537	6.166666667
NSFTV_289	9.9	17.77333333	31.94166667	0.941666667	3.283414346	98.08333333	20	6.818181818	4.275402695	4.392201963	0.89	8.752466667	3.531341667	2.588710329	3.957183256	5.166666667
NSFTV_290	8	15.11666667	27.99166667	1.008333333	3.747541367	90.91666667	18.84545455	10.18181818	4.89239761	4.96284463	0.932	7.16465	3.455941667	2.313924722	3.711707728	4
NSFTV_291	7.1	14.885	18.28333333	0.966666667	3.387774361	67.75	16.51111111	8.222222222	4.518158809	4.657129925	0.87	7.0208	3.221191667	2.13589473	3.611953187	6.001666667
NSFTV_293	7.8	25.86333333	26.43333333	1.016666667	3.273995124	138.5833333	26.46666667	7.666666667	4.919372468	5.033700567	0.892	8.318841667	3.485533333	2.522538896	3.902689248	NA
NSFTV_296	8.9	15.53	24.95	1.383333333	3.48635519	97.08333333	19.46363636	8.818181818	4.906919516	5.080713996	0.84	8.318083333	3.730366667	2.596500821	3.927871256	4.165
NSFTV_297	9.35	16.77	24.6	1.375	3.222203615	99.91666667	18.14545455	10.63636364	4.894441903	5.276257648	0.683	8.422808333	3.839725	2.678849079	3.973443389	5.665
NSFTV_298	7.15	26.29666667	28.00833333	0.968333333	3.326234343	129.75	26.32222222	11.44444444	5.373218675	5.609878713	0.789	7.500808333	2.772825	1.940180672	3.559033405	NA
NSFTV_299	7.65	23.25333333	27.75	1.075	3.799227511	130.25	25.54545455	8.727272727	4.816609141	4.87866113	0.94	8.076133333	3.137541667	2.279080171	3.765541068	5.668333334
NSFTV_300	8	18.91666667	28.51666667	1.316666667	2.908720897	99.75	21.21111111	10.33333333	5.04576841	5.203507062	0.854	8.102783333	3.406666667	2.412433772	3.828777619	7.335
NSFTV_301	11.3	14.95	25.51111111	0.777777778	2.722756348	108.2222222	21.24444444	9.444444444	4.834516681	5.009894279	0.839	7.3055	3.293477778	2.261623042	3.702161139	5.335
NSFTV_302	9.6	15.24333333	23.65	0.9875	2.862200881	101.9166667	22.51666667	9.583333333	4.596241555	4.816690897	0.802	7.0951375	3.2013625	2.181405671	3.649330412	8.166666667
NSFTV_303	8.35	16.39	24.00833333	1.425	3.17805383	98.41666667	17.55833333	10.08333333	4.969234428	5.245268145	0.759	8.369708333	3.805808333	2.660584659	3.962703287	5.001666667
NSFTV_304	7.6	25.36	33.45833333	1.033333333	3.606403232	126.5	27.625	9.5	4.802653991	5.029893111	0.797	7.844366667	3.232266667	2.267454338	3.738317623	NA
NSFTV_305	9.35	13.72	26.15	1.233333333	3.128221457	123.25	23.01111111	9.222222222	4.88073367	4.977360505	0.908	9.64742	3.52984	2.710996523	4.074349316	6.835
NSFTV_306	11.05	17.01	22.98333333	0.858333333	3.392829132	97	18.1	7.555555556	4.249793101	4.491696036	0.785	7.337758333	3.61325	2.461526422	3.808600056	5.835
NSFTV_308	9.25	20.40666667	31.70833333	1.1	3.208825489	105.0833333	27.41111111	12.88888889	5.354487638	5.585165758	0.794	8.680591667	2.435808333	1.858282998	3.598125856	8.331666667
NSFTV_309	8.2	19.10333333	30.66666667	1.441666667	2.788092909	132.1666667	25.86363636	9.363636364	4.746511908	4.901902094	0.856	9.246408333	3.361191667	2.569618568	3.984548142	NA
NSFTV_310	10.5	10.29	24.56666667	1.266666667	2.842969519	114.6666667	26.05833333	10.33333333	4.596954713	5.05199048	0.634	10.22410909	2.697636364	2.248933997	3.87673303	4.168333334
NSFTV_311	7.65	14.98666667	23.59166667	0.716666667	3.516508228	94.66666667	20.6125	10.625	4.729352456	4.929666232	0.818	7.348366667	3.428675	2.323102334	3.72850253	6.835
NSFTV_312	8.2	24.62	28.16666667	0.991666667	3.641962534	122	25.175	7.666666667	4.575569716	4.662652621	0.917	8.336058333	2.8867	2.142614874	3.711413438	NA
NSFTV_313	7.9	24.215	26.91666667	1.291666667	3.417726684	123.1666667	24.34166667	10.16666667	5.171430517	5.288687818	0.889	9.052758333	2.508191667	1.993067462	3.692345524	6.998333334
NSFTV_314	7.75	24.92666667	40	1.525	3.699242241	130.6666667	24.36666667	8.555555556	5.008967237	5.086566999	0.925	8.392516667	2.755825	2.02182567	3.655346584	7.498333334
NSFTV_315	7.5	25.05333333	35.15833333	1.083333333	3.113515309	151.6666667	28.2	10.875	5.053346412	5.221828941	0.845	9.068575	3.165725	2.426059311	3.897964479	NA
NSFTV_316	8.2	23.285	36.825	1.5	3.344038968	135.5	26.85	10	5.422142717	5.470358993	0.953	7.020316667	3.026941667	2.016655928	3.553682628	6.498333334
NSFTV_317	8.55	24.97666667	24.275	1.233333333	3.320228319	136.3333333	22.78888889	8.222222222	4.578452798	4.644390899	0.936	8.575916667	3.59995	2.599789187	3.948686927	NA
NSFTV_318	7.45	24.835	30.625	1.491666667	3.245193133	145.5833333	26.625	10.16666667	5.184121639	5.226194602	0.959	7.289366667	3.176441667	2.170316712	3.653197655	NA
NSFTV_320	8.25	25.04333333	28.75	0.991666667	3.624340933	126.75	27.11111111	7.666666667	4.8533315	4.902183586	0.952	7.869833333	2.947625	2.130795876	3.67631333	NA
NSFTV_321	8.45	25.23333333	30.64166667	1.533333333	3.128221457	131.9166667	25.25	11.16666667	5.136288513	5.197114861	0.941	7.325209091	2.834527273	1.962693198	3.555812629	7
NSFTV_323	7.4	24.42333333	35.35833333	1.458333333	2.999890284	141.9166667	27.86666667	11.22222222	5.20720669	5.294141995	0.917	7.827616667	2.831783333	2.032732024	3.624546912	NA
NSFTV_324	8.6	25.25	26.11666667	1.325	3.622116238	133.9166667	24.30833333	9.333333333	4.926649638	4.996085513	0.933	7.288075	2.86105	1.975912681	3.560854066	7.666666667
NSFTV_325	8.1	22.85666667	23.125	1.233333333	3.745574798	154.4166667	26.23333333	9.555555556	4.721740365	5.02028555	0.742	8.051716667	2.7473	2.021503412	3.638673288	8.333333334
NSFTV_328	8.95	24.89	21.1	0.675	4.119037175	130.4166667	20.425	6.333333333	4.22561646	4.373658385	0.862	7.457666667	2.684675	1.872738918	3.516992764	NA
NSFTV_329	8.45	25.32	31.66666667	1.15	3.624340933	132	21.97777778	7.333333333	4.71280085	4.848472807	0.873	7.693391667	2.985466667	2.117662156	3.661939605	NA
NSFTV_330	8.3	25.34333333	30.675	1.1	3.619886583	137	25.75454545	7.363636364	4.375185103	4.482488809	0.898	9.080083333	3.075125	2.356076096	3.860072653	NA
NSFTV_331	9.2	24.81	26.54166667	1.133333333	3.235405127	113.5	22.21666667	7.333333333	4.364689715	4.439705746	0.928	8.546791667	3.648916667	2.59450816	3.943457232	NA
NSFTV_332	7.9	25.36666667	29.34166667	1.041666667	3.743604354	133.5	25.86666667	8.444444444	4.782935926	4.893079505	0.896	7.478466667	3.0337	2.120798393	3.648860956	NA
NSFTV_333	7.15	14.26666667	26.73636364	0.845454545	3.784189634	81.54545455	19.3375	7.875	4.450852826	4.639571613	0.828	7.054790909	3.2684	2.200689275	3.650107913	6.331666667
NSFTV_334	8.65	17.6	28.41666667	1.316666667	2.974678864	112.0833333	20.175	10	5.012855051	5.131376912	0.888	9.118091667	3.80845	2.761597287	4.062087921	4.335
NSFTV_335	8.8	10.34333333	24.26666667	1.016666667	3.674188739	86.5	19.30909091	8.363636364	4.564348191	4.74255777	0.837	8.485025	3.294875	2.385202176	3.835509604	7.335
NSFTV_336	8.05	23.915	25.30833333	1.45	3.258096538	129	22.43333333	7	4.613318715	4.655690454	0.959	8.207058333	3.325308333	2.388810953	3.82449786	NA
NSFTV_337	6.9	23.17666667	27.975	1.15	4.01186834	127.5833333	23.08181818	9.363636364	4.832667881	4.925275445	0.912	7.922233333	3.237416667	2.297394143	3.76284566	7.835
NSFTV_340	9	23.00666667	35.19166667	0.966666667	3.988984047	135.6666667	32.54444444	9.777777778	4.814890717	5.27014649	0.634	8.772433333	2.4884	1.939376949	3.64407188	8.166666667
NSFTV_341	7.4	25.45333333	36.94166667	1.425	3.442019376	132	24.44444444	9.444444444	5.16062147	5.229162144	0.934	9.104441667	2.674675	2.067524987	3.720254163	8.501666667
NSFTV_343	8.55	14.38333333	30.45	1.2	2.974678864	118.5833333	22.41666667	11.45454545	4.949404428	5.120168908	0.843	9.059933333	3.346508333	2.522327534	3.947076072	5.831666667
NSFTV_344	8.1	20.07666667	25.45	0.95	3.597312261	129.5	22.06363636	8	4.361359998	4.647881304	0.751	7.091933333	3.47735	2.320299758	3.716202344	7.665
NSFTV_345	8.9	23.98	29.41666667	1.425	3.348307918	131.75	22.89090909	7.545454545	4.467995802	4.525733355	0.944	8.375166667	3.6073	2.559224025	3.912642813	NA
NSFTV_346	8.8	26.37	35.41666667	1.225	3.63758616	129.1666667	24.88888889	8.444444444	5.041664036	5.132584722	0.913	9.194458333	2.663225	2.071130013	3.727499226	7.835
NSFTV_347	8.6	21.61666667	35.33333333	1.525	3.087247382	139.5833333	24.65454545	9.636363636	4.951710615	5.065754593	0.892	9.335483333	3.172291667	2.446707803	3.924366675	8.165
NSFTV_348	7.9	23.98	25.675	1.108333333	3.815879145	123.9166667	23.875	8.083333333	4.62333749	4.684443367	0.941	8.028416667	3.172316667	2.294986295	3.770822662	6.335
NSFTV_349	7.6	22.98	28.10833333	1.3	3.851919081	124.0833333	22.1625	10.875	5.153933649	5.246439106	0.912	6.897633333	3.073308333	2.076761913	3.587695851	8.668333334
NSFTV_350	10.8	17.06333333	26.83333333	1.716666667	2.233592222	107.5	24.1	10.88888889	4.8506088	4.998440021	0.863	8.77335	3.362083333	2.478274288	3.901266528	4.666666667
NSFTV_353	9.05	25.125	23.14166667	1.008333333	3.654977902	127.6666667	20.61818182	6.909090909	4.928570341	5.00027882	0.931	6.0652	3.114063636	1.959791281	3.45939396	NA
NSFTV_355	8.7	14.57666667	26.80833333	1.041666667	3.412247218	126.3333333	19.87777778	8	4.88073367	4.95774583	0.926	7.69685	3.525558333	2.449259322	3.820365214	6
NSFTV_356	8.05	23.50333333	31.475	1.283333333	3.923622141	151.5833333	28.89090909	10.63636364	4.994752248	5.124504959	0.878	7.946141667	2.971291667	2.172843652	3.707318407	8.665
NSFTV_357	8.7	23.5	26.45833333	1.225	2.644992065	149.3333333	25.80833333	8.166666667	5.074652846	5.212214667	0.871	7.628583333	3.059733333	2.16670714	3.677251907	NA
NSFTV_358	9.55	20.81666667	37.81111111	1.333333333	2.953172659	127.25	26.57777778	12	5.444579874	5.748862059	0.738	7.651945455	3.368618182	2.331671586	3.760539432	7.498333334
NSFTV_359	8.8	25.24333333	31.26666667	1.644444444	3.499029631	131.0833333	26.6125	9.5	5.198497031	5.275327848	0.926	8.216075	2.5574	1.840987368	3.55439618	7.165
NSFTV_360	7.85	24.68666667	29.93333333	1.116666667	3.392829132	123.8333333	26.35454545	7.909090909	4.728995536	4.86753445	0.871	8.868383333	2.713366667	2.088514838	3.71990199	NA
NSFTV_361	8.45	NA	28.775	1.008333333	2.970414466	118	21.91111111	10	5.126665953	5.262219046	0.873	7.403491667	3.7637	2.511208401	3.828960005	NA
NSFTV_363	8.9	14.39333333	28.22	0.92	3.284663565	98	22.71	10	4.516338972	5.051137237	0.586	6.606577778	3.403166667	2.204029764	3.616177331	5.831666667
NSFTV_364	9.05	12.66333333	29.74166667	1.433333333	2.633087163	93.08333333	20.95833333	9.583333333	4.907740871	5.05305601	0.865	7.653145455	3.568827273	2.417200288	3.791525266	6.335
NSFTV_366	8.8	16.13	28.58333333	0.9	3.336164911	88	19.7	9.166666667	4.59511985	4.733270189	0.871	7.099283333	3.242758333	2.182983843	3.644388846	5.668333334
NSFTV_367	9.9	0.056666667	27.81666667	1.258333333	3.43667177	119.25	22.85454545	7.818181818	4.737792074	4.858401967	0.886	8.496591667	3.277516667	2.423619135	3.841854086	5.168333334
NSFTV_368	8.8	13.75	22.94166667	0.791666667	3.557726184	107	21.55	8.75	4.748548769	4.889722365	0.868	6.427725	3.404208333	2.200563442	3.610360099	6.831666667
