Location	Type	Year	Yield
Location2	sorte2	2003	98.0483907542
Location2	sorte2	2003	100.3010353162
Location2	sorte2	2003	94.3285765747
Location2	sorte2	2003	98.7765248825
Location2	sorte2	2003	99.9688567259
Location2	sorte2	2003	98.8946677386
Location2	sorte2	2003	98.2380420696
Location2	sorte2	2003	101.9119992366
Location2	sorte2	2003	96.6589493882
Location2	sorte2	2003	98.0914842667
Location2	sorte2	2003	98.8024729817
Location2	sorte2	2003	99.500957525
Location2	sorte2	2003	101.5328985745
Location2	sorte2	2003	98.339422971
Location2	sorte2	2003	102.6003347365
Location2	sorte2	2003	97.8852298711
Location2	sorte2	2003	99.3252278165
Location2	sorte2	2003	99.4209707486
Location2	sorte2	2003	100.956154564
Location2	sorte2	2003	101.4091842548
Location2	sorte2	2003	100.2378866287
Location2	sorte2	2003	100.9532662331
Location2	sorte2	2003	97.2984482547
Location2	sorte2	2003	98.2246717495
Location2	sorte2	2003	97.7444895956
Location2	sorte2	2003	101.144783114
Location2	sorte2	2003	94.4804157817
Location2	sorte2	2003	103.5905637076
Location2	sorte2	2003	99.0235823618
Location2	sorte2	2003	100.2789794053
Location2	sorte2	2003	95.7880628706
Location2	sorte2	2003	100.0734152249
Location2	sorte2	2003	101.259950509
Location2	sorte2	2003	99.5870946352
Location2	sorte2	2003	97.4981002708
Location2	sorte3	2001	100.9341879484
Location2	sorte3	2001	104.0003045361
Location2	sorte3	2001	103.0555997695
Location2	sorte3	2001	102.1091558139
Location2	sorte3	2001	101.5048898878
Location2	sorte3	2001	103.790615115
Location2	sorte3	2001	101.5275629589
Location2	sorte3	2001	99.272650579
Location2	sorte3	2001	103.8362604983
Location2	sorte3	2001	95.1168023766
Location2	sorte3	2001	99.7136949998
Location2	sorte3	2001	99.9246396057
Location2	sorte3	2001	107.2855623617
Location2	sorte3	2001	101.9578386708
Location2	sorte3	2001	103.5420423212
Location2	sorte3	2001	107.4050370656
Location2	sorte3	2001	99.931093378
Location2	sorte3	2001	99.7393341933
Location2	sorte3	2001	102.6632552984
Location2	sorte3	2001	101.3207653645
Location2	sorte3	2001	102.3694107558
Location2	sorte3	2001	105.8095464323
Location2	sorte3	2001	98.7193754532
Location2	sorte3	2001	102.9849430598
Location2	sorte3	2001	104.0998110589
Location2	sorte3	2001	102.7824715721
Location2	sorte3	2001	101.8327999751
Location2	sorte3	2001	99.6041284295
Location2	sorte3	2001	97.6358908293
Location2	sorte3	2001	96.9204092883
Location2	sorte3	2001	106.8401423997
Location2	sorte3	2001	98.6474873373
Location2	sorte3	2001	96.6650656432
Location2	sorte3	2001	96.6897407327
Location2	sorte3	2001	98.0107585357
Location2	sorte3	2001	106.4279580327
Location2	sorte3	2001	102.453273042
Location2	sorte3	2001	103.6354163949
Location2	sorte3	2001	99.2855657075
Location2	sorte3	2001	101.194251557
Location2	sorte3	2001	102.4448034479
Location2	sorte3	2001	99.660060574
Location2	sorte3	2001	99.4947292027
Location2	sorte3	2001	99.0070974791
Location2	sorte3	2001	101.2508498198
Location2	sorte3	2001	100.6664020107
Location2	sorte3	2001	101.9202160799
Location2	sorte3	2001	102.8132009742
Location2	sorte3	2001	103.7880370249
Location2	sorte3	2001	100.7016260634
Location2	sorte3	2002	94.6059939238
Location2	sorte3	2002	104.9007416904
Location2	sorte3	2002	99.8338500882
Location2	sorte3	2002	101.5049736425
Location2	sorte3	2002	101.5960721487
Location2	sorte3	2002	102.4952001495
Location2	sorte3	2002	100.9191924024
Location2	sorte3	2002	99.634504052
Location2	sorte3	2002	102.6086835037
Location2	sorte3	2002	94.1980521193
Location2	sorte3	2002	98.1739290054
Location2	sorte3	2002	100.0253854183
Location2	sorte3	2002	101.8129443747
Location2	sorte3	2002	101.9733939248
Location2	sorte3	2002	102.0212824829
Location2	sorte3	2002	98.8221541541
Location2	sorte3	2002	98.7874399055
Location2	sorte3	2002	99.8613986854
Location2	sorte3	2002	102.4674801168
Location2	sorte3	2002	100.0948935414
Location2	sorte3	2002	98.4969466008
Location2	sorte3	2002	99.5688624111
Location2	sorte3	2002	97.99795731
Location2	sorte3	2002	103.1769033517
Location2	sorte3	2002	103.8399720292
Location2	sorte3	2002	101.8113775053
Location2	sorte3	2002	100.265948948
Location2	sorte3	2002	99.0456340366
Location2	sorte3	2002	97.9653003059
Location2	sorte3	2002	95.4561351127
Location2	sorte3	2002	106.2855843416
Location2	sorte3	2002	97.3401899695
Location2	sorte3	2002	93.6181182907
Location2	sorte3	2002	96.1590449904
Location2	sorte3	2002	97.0148235238
Location2	sorte3	2002	101.7958271705
Location2	sorte3	2002	96.8763681991
Location2	sorte3	2002	104.1753694478
Location2	sorte3	2002	98.6523577204
Location2	sorte3	2002	101.4979425533
Location2	sorte3	2002	98.5457857121
Location2	sorte3	2002	99.4887675979
Location2	sorte3	2002	98.5414221565
Location2	sorte3	2002	98.4474198229
Location2	sorte3	2002	102.5580732184
Location2	sorte3	2002	102.0079519803
Location2	sorte3	2002	100.5761007735
Location2	sorte3	2002	102.6118535096
Location2	sorte3	2002	104.4289770152
Location2	sorte3	2002	99.8072291174
Location2	sorte3	2003	95.3440584717
Location2	sorte3	2003	103.3427146531
Location2	sorte3	2003	99.2889818964
Location2	sorte3	2003	101.0700877376
Location2	sorte3	2003	101.9928745343
Location2	sorte3	2003	102.9192496548
Location2	sorte3	2003	100.0054520685
Location2	sorte3	2003	97.7903869802
Location2	sorte3	2003	101.4415166655
Location2	sorte3	2003	94.3695649584
Location2	sorte3	2003	98.6909023302
Location2	sorte3	2003	99.0614960231
Location2	sorte3	2003	101.3351215541
Location2	sorte3	2003	101.2248577219
Location2	sorte3	2003	101.6978863891
Location2	sorte3	2003	98.239226343
Location2	sorte3	2003	99.6969518235
Location2	sorte3	2003	99.2986414261
Location2	sorte3	2003	101.9563350938
Location2	sorte3	2003	100.4559688154
Location2	sorte3	2003	98.9383255736
Location2	sorte3	2003	99.1128651736
Location2	sorte3	2003	98.4831656524
Location2	sorte3	2003	101.6697973848
Location2	sorte3	2003	104.1594226073
Location2	sorte3	2003	102.1648501287
Location2	sorte3	2003	101.114902
Location2	sorte3	2003	98.535288348
Location2	sorte3	2003	97.2139516587
Location2	sorte3	2003	96.5398409087
Location2	sorte3	2003	104.2391603446
Location2	sorte3	2003	97.9955507244
Location2	sorte3	2003	96.2138689755
Location2	sorte3	2003	97.3283392063
Location2	sorte3	2003	96.8433620291
Location2	sorte3	2003	100.6883322994
Location2	sorte3	2003	96.2612327216
Location2	sorte3	2003	103.0098763569
Location2	sorte3	2003	98.5031684429
Location2	sorte3	2003	100.6345249018
Location2	sorte3	2003	99.1778456864
Location2	sorte3	2003	98.5879778736
Location2	sorte3	2003	98.230872458
Location2	sorte3	2003	97.1843904104
Location2	sorte3	2003	100.1119234545
Location2	sorte3	2003	99.8165803793
Location2	sorte3	2003	100.9013514495
Location2	sorte3	2003	102.09659192
Location2	sorte3	2003	102.9071455919
Location2	sorte3	2003	NA

